Date,Time,City,State,Shape,Duration,Description
7/4/2014,22:00:00,Chino,CA,Circle,,July 4th 2014 circular flying objects with 6 to 8 flashing lights!
6/18/2014,22:30:00,Chino,CA,Fireball,10 minutes,Huge bright orange light near the hills by the 91frwy between the 71 frwy and 15 frwy. First it was 1 light then another appeared next
5/13/2014,21:30:00,Chino,CA,Formation,20 minutes,"7 Orange Flying Orbs Over Chino/Ontario, CA."
8/7/2015,23:15:00,Chino Hills,CA,Light,4 minutes,"Green to red lights over Inland empire, SoCal"
11/5/2014,18:38:00,Chino Hills,CA,Fireball,1 minute,Small fire orange fireball
4/30/2014,17:00:00,Chino Hills,CA,Rectangle,10 seconds,"Sighting of inter-dimensional craft over Chino Hills, CA on 4/30/14."
3/17/2016,21:25:00,Chula Vista,CA,Fireball,3 minutes,Fiery ball of flames that was no meteor being fallowed by helicopters.
2/28/2016,20:05:00,Chula Vista,CA,Unknown,5,((HOAX??)) Lights that moved abnormaly.
1/3/2016,19:05:00,Chula Vista,CA,Fireball,2 seconds,Yellow ball of light flies over Chula Vista California.
11/7/2015,18:10:00,Chula Vista,CA,,15 minutes,Bright light followed by a white cloud that continued to grow. ((NUFORC Note: U. S. Navy missile launch. PD))
10/2/2015,20:30:00,Chula Vista,CA,Triangle,20 seconds,"While out front, I saw really bright lights out of the corner of my eye. I looked up at them and saw a triangle shaped object. ."
7/29/2015,13:30:00,Chula Vista,CA,Disk,2 minutes,Silver disc object over Mexican airspace
3/30/2015,22:20:00,Chula Vista,CA,Light,10-15 seconds,Flying light being chased by a helicopter over Interstate 5 Chula Vista California 30 March 2015 10:20 PM
6/14/2014,18:00:00,Chula Vista,CA,Diamond,20 minutes,Three white diamond shaped objects floating slowly high up in the sky over the 805 freeway.
5/1/2014,23:00:00,Chula Vista,CA,Sphere,5 seconds,"Dim, bluish spherical object travelling SW over Pacific Coast."
1/4/2016,20:30:00,Citrus Heights,CA,Unknown,30 minutes,Colored lights in the sky over Sacramento
2/13/2014,23:30:00,Citrus Heights,CA,Oval,1-2 minutes,Two lights traveling north in the western sky without sound that stop and fade out.
2/15/2014,1:59:00,City of Industry,CA,Unknown,2:02,Strange aircraft with bright red flashing lights.
10/13/2015,21:46:00,Clairemont,CA,Sphere,5 seconds,"A portion of the night sky lit up a beautiful glowing blue, followed by a blue sphere with aura heading west."
1/21/2016,22:00:00,Clayton,CA,Circle,5 minutes,Two bright red circular objects. Hovered brightly in one spot and then vanished.
5/13/2015,21:00:00,Clearlake,CA,Circle,15 minutes,Saw a orangish red light climb from the horizon to about 30 degrees then disappeared and reappeared 5 minutes later. At which time I ca
6/6/2014,15:30:00,Clearlake,CA,Other,10-12 seconds,Silvery cubed-shaped links with spheres inside. The cubed link there were two links visible over Clearlake Ca
9/26/2015,21:30:00,Clovis,CA,Light,5 min,I saw a blue shimmering light in the sky that made a vertical descent.
10/9/2014,19:08:00,Clovis,CA,Sphere,155 seconds,Bright orb over Clovis emitting Second Orb.
9/12/2014,5:50:00,Clovis,CA,Light,7 seconds,Unusual light glowing brighter and then fading and becoming larger while fading away.
8/12/2014,22:15:00,Clovis,CA,Triangle,7 minutes,Triangle craft with three red lights; one on each corner. It also had smaller white lights that flashed along the side.
7/24/2014,14:25:00,Clovis,CA,Other,20 minutes,Loud hovering sound...couldn't see anything in the sky.
5/22/2014,22:00:00,Clovis,CA,Triangle,0:15,Observed on video during electrical storm. did not see with naked eyes.
4/10/2014,22:00:00,Clovis,CA,Oval,3 minutes,"Heard loud afterburner noise. Went outside to see Oval Shaped Object in Sky, with Red Flashing Light."
7/31/2015,20:40:00,Coalinga,CA,Light,5 minutes,Very bright as compared to star background. Definitely not an airplane; too fast no flashing lights. Traveled about 110 deg arc.
8/20/2014,23:30:00,Coalinga,CA,Light,1 minute,UFO sighting 4 lights.
5/22/2014,21:15:00,Coalinga,CA,Triangle,45 minutes,"Sighted multiple shaped craft over California State Hwy 152/I5 on May 22, 2014 between 9:30pm and 10:15pm."
6/5/2015,16:00:00,Cobb,CA,Circle,3 hours,Round dot in full daylight. Hovered for hours not moving but progressed towards west at same rate as sun setting west. Since then sky
5/12/2014,10:40:00,Comptche,CA,Rectangle,2 minutes,"At 10:40 my dog started barking at a sudden low, loud thuderous sound. I thought earthquake, and then realized, no, that was the sound"
1/23/2016,19:07:00,Concord,CA,Sphere,2 minutes,"Ball shaped object with green glow in sky near full moon. ((NUFORC Note: Lens flares, caused by photographing the Moon. PD))"
12/23/2015,21:15:00,Concord,CA,Fireball,15 minutes,"Walking my friend to her car at 915pm in Concord, CA, we looked up in the sky and a sky lantern or what looked like a floating ca"
3/14/2014,2:45:00,Concord,CA,Circle,,Large round non-glowing orange color UFO and no sound.
1/23/2014,7:40:00,Concord,CA,Unknown,60 seconds,"Three irregular shapes flying in close proximity in Walnut Creek, Ca."
5/26/2014,12:00:00,Cool,CA,Circle,4.5 hours,"Spherical object sighted on May 26 at 1200 ENE of Cool, Ca."
10/2/2015,20:15:00,Copperopolis,CA,Light,4-5 minutes,"I saw a big round light in the sky. I noticed it because it was bright, and bigger than anything we see in the night sky."
2/21/2014,0:01:00,Cornell,CA,Changing,still occuring,"Looked like a bright star that bounced around and changed locations, blinked red and green lights. ((NUFORC Note: Sirius? PD))"
11/7/2015,18:30:00,Corona,CA,Light,2 minutes,Bright white light in the sky. ((NUFORC Note: U. S. Navy missile launch. PD))
11/7/2015,18:00:00,Corona,CA,Circle,3 minutes,Green ball emitted green smoke and sped away. ((NUFORC Note: US Navy missile launch. PD))
11/2/2015,18:13:00,Corona,CA,Flash,1 second,Big silent green flash over Corona main street area.
4/16/2015,20:45:00,Corona,CA,Light,4-5 minutes,Helicopter Following a Ball Of Light.
4/16/2015,20:25:00,Corona,CA,Sphere,8 seconds,"White glowing orb chased by Helicopter over the 15 freeway in Corona, CA."
9/7/2014,20:30:00,Corona,CA,Other,~5 minutes,Huge wide but only 1/4 as tall very brilliant white/dull orange and very erratic edges and shape.
8/25/2014,21:30:00,Corona,CA,Light,Ongoing,Orange Glowing Lights In Night Sky.
7/7/2014,1:05:00,Corona,CA,Oval,15 seconds,Oval white light in corona.
6/30/2014,22:34:00,Corona,CA,Changing,>30 minutes,2 objects in the sky facing the south sky. They appear yellow orange in color the shape seems to morf from round to diamond shape. Th
3/11/2014,20:00:00,Corona,CA,Circle,,"2 ufo travel 11 minute a part from east to west at 20,000 to 30,000 feets,speed 3 time fast then the boeing 777. Use my telescope watc"
1/5/2014,16:00:00,Corona,CA,Other,5 minutes,"Flock of ""birds with headlights"" glide over valley in Southern California."
1/1/2014,0:15:00,Corona,CA,Circle,2 minutes,3 bright orange circles in triangle formation on a clear night.
1/9/2016,20:00:00,Corona del Mar,CA,Light,,((HOAX. Contact information is bogus.)) Mysterious bright lights in Pacific Ocean.
9/24/2015,21:00:00,Corte Madera,CA,Sphere,10 minutes,Shiney objects over North Bay.
1/30/2015,22:50:00,Corte Madera,CA,Disk,5 minutes,Huge glowing red craft emerges from behind Corte Madera hillside.
9/21/2014,20:45:00,Corte Madera,CA,Disk,5 minutes,Luminous red disc shaped craft seen on top of hillside
2/11/2016,6:45:00,Costa Mesa,CA,Fireball,2 minutes,Bright fireball that vanished immediately.
2/5/2016,20:30:00,Costa Mesa,CA,Circle,15 minutes,Me and my two friends were driving and we saw a giant saucer going vertical slowly and low over us. We followed it for 15 min.
12/21/2015,7:30:00,Costa Mesa,CA,Oval,2 minutes,"Oval shaped, brightly lit, moving slowly."
12/11/2015,21:19:00,Costa Mesa,CA,Unknown,1 minute,Witnessed a single point of light heading South and make an instantanious 90 degree turn to the West.
2/3/2015,18:00:00,Costa Mesa,CA,Light,45 seconds,Small star moved slowly the faded away.
1/17/2015,15:40:00,Costa Mesa,CA,Circle,20 minutes,"I was at work in Costa Mesa, CA. Just happened to look up a what appeared to be 5 objects, one brighter and bigger then the rest."
11/7/2015,18:55:00,Cotati,CA,Light,8 minutes,Strange light with green streak. ((NUFORC Note: U. S. Navy missile launch. PD))
11/7/2015,18:00:00,Cotati,CA,Light,10 minutes,Green ball of light sending down green light to the ground. ((NUFORC Note: US Navy missile launch. PD))
3/9/2014,19:10:00,Coto de Caza,CA,Flash,1 second,"Quick orangish flash, less then a second in duration but repetitive."
3/29/2015,23:10:00,Cottonwood,CA,Fireball,5 seconds,I was sky watching before going to bed I saw bright ball with what looked like fire coming from the back going from South to North.
7/19/2014,3:00:00,Cottonwood,CA,Changing,3 hours,Another ufo in rural northen California.
11/14/2015,18:00:00,Covina,CA,Circle,10 minutes,UFO sighting near San Gabriel Mountains.
11/7/2015,18:00:00,Covina,CA,Unknown,3 minutes,A huge bright blue light with a huge white sphere appeared and disappeared.
11/7/2015,18:00:00,Covina,CA,Circle,1 minute,Ball of light that lit up the sky in a huge v formation that illuminated the sky and turned the sky a deep green through this mist. The
11/4/2015,20:30:00,Covina,CA,Light,5 seconds,White light in the north. ((NUFORC Note: Possible sighting of an Iridium satellite?? PD))
2/1/2014,20:58:00,Covina,CA,Light,5 minutes,Fleet of multiple pulsating color spheres.
10/3/2015,20:00:00,Crescent City,CA,Triangle,5 minutes,"Lights Over Crescent City, California."
9/15/2014,21:30:00,Crescent City,CA,Circle,30-60 minutes,Something that looked like a ball of fire or a bright orange star hovered in a wiered flight pattern for about 30 mins to 1 hour then a
5/3/2014,18:00:00,Crescent City,CA,Unknown,1/2 hour,"Large, bright object straight up and very high could be seen for 1/2 hour never moving until covered by clouds."
4/29/2014,2:15:00,Crescent City,CA,Teardrop,7 seconds,((HOAX??)) Cloaked tear drop shaped ufo.
5/24/2014,17:00:00,Crescent Mills,CA,Sphere,~2 hours,"I saw a very large balloon through my telescope, was it Google's?"
3/29/2016,19:39:00,Crestline,CA,Disk,20 seconds,Seen circular object with 1 circular light in the middle. Also 2 strips of lights on the side. Went straight up into the sky.
8/25/2014,21:30:00,Crestline,CA,Light,30 minutes,"Several lights appear, multiply, then disappear in the span of one half hour."
8/23/2015,5:00:00,Culver City,CA,Triangle,35 minutes,"Triangular object hovering moving slightly, bright white lights with three distinct lights at the corners of the triangle."
12/28/2014,20:58:00,Culver City,CA,Light,1 second,Singular red light.
10/12/2014,21:00:00,Culver City,CA,Light,1 minute,Blue light.
5/8/2014,23:12:00,Culver City,CA,Formation,8 seconds,"I walked outside of my 2nd story apartment about 11:12 pm to collect my laundry, as I got to the bottom of the steps I noticed what app"
10/13/2015,21:53:00,Cypress,CA,Cone,3 seconds,Upside down ice cream cone shape entering towards earth with the following array of colors: Brilliant green-blue-red-purple.
11/11/2015,18:26:00,Daly City,CA,Fireball,4,"I thought at first glance it was a plane. Then, noticing clearly, it was a fireball. ((NUFORC Note: Meteor?? PD))"
10/15/2014,21:00:00,Daly City,CA,Other,several hours,Bright silver star-like object hovering over San Mateo/San Francisco
9/13/2014,23:52:00,Dana Point,CA,Light,1 minute,Pulsating Fireball over Dana Point.
8/23/2014,10:15:00,Dana Point,CA,Circle,1-2 minutes,Multiple Orbs seen heading south along pacific ocean.
6/18/2014,22:55:00,Dana Point,CA,Cigar,10-15 minutes,"Around 11:50 my friend send me a snapchat of some weird light . I checked outside and I seen this bright yellow light , the yellow or"
1/15/2014,14:30:00,Dana Point,CA,Sphere,20 minutes,"Black object flew around coastal cloud, then flew into the cloud, cloud dissipated 20 min. later."
11/7/2015,18:05:00,Danville,CA,Cone,5 minutes,"Cone shape ascending SW direction, upward...similar to rocket type vapor trail. ((NUFORC Note: U. S. Navy missile launch. PD))"
2/18/2014,2:22:00,Danville,CA,,15 seconds,Bright hazy bluish green flashes of light in the northern part of the sky.
11/7/2015,18:00:00,Del Mar,CA,Other,4 minutes,"Contrail then white cloud, then blue/green cloud over Del Mar, CA. ((NUFORC Note: US Navy missile launch. PD))"
7/5/2014,23:00:00,Del Mar,CA,Disk,20 minutes,Strange craft seen over Del Mar Fair.
5/2/2015,22:50:00,Del Rosa,CA,Sphere,1-2 minutes,"Helicopter Follows Orange Ball of Light - San Bernardino, CA."
1/17/2014,11:00:00,Desert Center,CA,Sphere,5 minutes,Mystery objects seen over Desert Center Ca and disappeared thru a puff of smoke.
12/22/2015,18:08:00,Desert Hot Springs,CA,Cylinder,:35,Strange light in northern sky over Coachella Valley. ((NUFORC Note: Re-entering space debris. PD))
5/10/2015,18:40:00,Desert Hot Springs,CA,Sphere,10-15 seconds,Metallic/Silver sphere over Desert Hot Springs viewed by 2.
3/10/2015,16:00:00,Desert Hot Springs,CA,Circle,2 minutes,Unidentified flying object traveling through halo around sun. ((NUFORC Note: We suspect lens flares. PD))
1/25/2014,2:10:00,Desert Hot Springs,CA,Diamond,30 minutes,Scared you can tell those things are not planes realize we are not alone.
10/26/2015,18:10:00,Diamond Bar,CA,Light,10 minutes,"8 lights, crescent formation, in an odd cloud, moved in unison, disappeared in order from left to right as they exited the cloud."
10/10/2015,6:55:00,Diamond Bar,CA,Changing,30 seconds,Shape shifting UFO following flying snake
1/9/2015,19:00:00,Diamond Bar,CA,Other,4 minutes,If you want to see it I got it on my phone and its on my facebook
6/26/2015,22:15:00,Discovery Bay,CA,Diamond,2 minutes,"Diamond shaped aircraft, it was flying low and had a really strange humming/buzzing/vibrating sound. Two very bright-white large lights"
11/7/2015,18:00:00,Downey,CA,Unknown,15-20 minutes,Bright light shining towards what seemed to be a cloud glowing green. ((NUFORC Note: US Navy missile launch. PD))
9/14/2015,5:45:00,Downey,CA,Unknown,30 seconds,"Saw a fast moving object in sky in the east for 30 seconds, or so......no nav. lights."
4/18/2015,22:35:00,Downey,CA,Triangle,5 seconds,Objects with 3 flashing lights.
11/19/2014,20:57:00,Duarte,CA,Sphere,5 minutes,Three flickering red and yellow orbs.
1/9/2014,9:20:00,Dumont Dune National Park,CA,Other,3 minutes,"Glowing sphere with creatures face below it, and blue six sided object in sky on California 127 at Dumont dune national park, 1/9/14 am"
11/7/2015,18:00:00,East Hemet,CA,Oval,3 minutes,"Star shape explods left two large circles, and left a blue haze oval"
7/4/2015,23:00:00,East Los Angeles,CA,Triangle,1 minute,We were driving home from downtown L.A. on the 10 fwy headed east. Fireworks were going off on both sides of the freeway. Traffic was
1/11/2015,19:00:00,East Los Angeles,CA,UNKNOWN,10 minutes,HOAX?? This Unidentified Aerial Anomaly was witnessed on January 11 2015
12/10/2015,17:00:00,East Los Angeles ,CA,Flash,5 seconds,"Loud low buzzing motorized bright flash of light that simultaneously ""turned on and off"" every television in neighborhood."
8/10/2015,21:09:00,East Palo Alto,CA,Formation,10-30 minutes,"Three orange orbs in triangular formation hovering and slowing moving in night sky over East San Jose, the Saratoga hills of South Bay."
2/15/2015,UNKNOWN,Eastvale,CA,Other,10 seconds,"My spouse had to be at work early this morning due to her management roll at work, on this day earlier than most because of inventory."
9/28/2014,1:00:00,Eastvale,CA,Fireball,20 minutes,Flashing Red Fire Object. ((NUFORC Note: Possible twinkling star?? PD))
